Wavelength,Flux,BestFit,SkyFlux
8117.083,41.81,42.374,2.938
8118.95,43.272,43.581,2.759
8120.823,41.922,42.825,2.879
8122.691,41.138,41.257,3.386
8124.564,41.962,42.865,3.25
8126.433,40.118,42.267,3.31
8128.307,40.65,40.889,3.651
8130.177,41.549,39.406,3.534
8132.051,42.118,39.109,3.664
8133.922,40.828,40.89,3.945
8135.793,40.94,40.831,3.819
8137.67,42.252,41.23,4.245
8139.542,40.952,41.472,5.602
8141.419,39.886,40.649,6.063
8143.291,41.336,41.079,4.47
8145.169,40.542,43.811,3.54
8147.043,40.643,40.53,5.36
8148.917,40.814,40.207,6.385
8150.796,42.385,42.223,4.65
8152.672,40.602,43.047,3.134
8154.551,42.262,42.253,3.13
8156.427,43.016,41.767,3.072
8158.308,42.974,40.747,2.654
8160.185,43.327,43.057,3.019
8162.062,42.662,43.769,3.101
8163.944,42.875,43.065,2.843
8165.823,42.113,42.536,2.73
8167.706,41.573,42.451,2.771
8169.585,42.277,43.775,2.907
8171.468,42.108,43.565,2.771
8173.348,44.379,42.935,3.015
8175.229,43.146,42.589,3.443
8177.114,44.284,43.17,3.449
8178.995,45.124,44.447,3.528
8180.881,42.678,43.191,3.833
8182.763,44.209,41.665,4.719
8184.65,45.489,42.97,5.62
8186.533,44.479,44.042,6.092
8188.416,43.784,43.137,6.239
8190.304,42.26,42.298,6.111
8192.188,43.86,41.665,5.732
8194.078,42.693,41.409,5.732
8195.963,44.077,41.662,7.884
8197.853,44.546,41.876,7.982
8199.738,45.03,42.359,5.844
8201.625,43.045,43.491,4.555
8203.516,43.622,43.098,4.562
8205.403,43.095,43.129,4.957
8207.295,42.295,42.855,4.975
8209.184,42.64,42.253,4.827
8211.077,41.892,41.581,4.394
8212.965,42.248,41.117,3.86
8214.855,44.169,41.604,3.524
8216.749,45.858,41.104,3.609
8218.639,43.654,41.285,3.441
8220.535,45.188,42.449,2.948
8222.426,44.687,43.633,3.118
8224.322,43.768,44.002,3.113
8226.214,44.604,43.884,3.023
8228.106,43.611,42.847,3.057
8230.004,42.112,43.038,2.634
8231.897,40.646,42.196,2.204
8233.795,42.162,40.758,2.399
8235.689,42.999,41.667,2.53
8237.589,41.898,40.791,2.471
8239.484,41.748,40.865,2.755
8241.379,42.283,42.759,3.339
8243.279,42.369,43.298,3.888
8245.176,43.758,41.747,3.719
8247.077,46.102,41.356,3.313
8248.974,42.692,43.089,4.168
8250.877,44.681,43.244,3.926
8252.775,44.907,42.738,3.126
8254.673,44.638,42.029,3.023
8256.577,44.882,40.838,3.225
8258.476,41.904,39.923,3.133
8260.381,42.33,41.594,2.693
8262.281,42.23,40.522,2.417
8264.186,43.41,40.485,2.506
8266.087,42.522,41.643,2.647
8267.989,42.057,41.663,2.72
8269.895,42.288,39.988,2.67
8271.798,42.755,40.079,2.654
8273.705,39.867,41.025,2.728
8275.609,42.275,41.232,3.164
8277.517,41.184,40.584,7.24
8279.421,41.406,40.18,17.009
8281.331,44.251,40.761,30.062
8283.236,41.813,40.789,35.449
8285.141,41.951,41.009,26.578
8287.052,40.183,42.278,21.08
8288.958,43.865,42.056,42.449
8290.87,40.745,40.053,50.949
8292.777,42.263,39.147,26.144
8294.689,43.12,39.257,9.505
8296.597,41.084,41.03,19.111
8298.506,40.247,39.99,41.199
8300.42,40.613,38.172,56.833
8302.329,44.438,38.431,41.768
8304.244,42.05,39.614,15.333
8306.154,41.093,38.622,6.031
8308.069,40.623,38.133,4.335
8309.981,38.506,39.035,8.222
8311.892,42.363,40.557,19.2
8313.809,41.817,41.293,17.667
8315.722,42.191,40.87,6.922
8317.639,40.921,41.507,3.839
8319.553,41.883,41.586,4.951
8321.471,42.536,41.108,4.74
8323.385,44.468,40.494,3.648
8325.3,42.488,40.935,2.794
8327.22,44.11,42.942,2.616
8329.136,43.087,43.102,2.704
8331.056,42.077,41.079,2.668
8332.973,42.664,41.712,2.805
8334.894,43.885,42.548,2.642
8336.812,43.338,42.473,3.236
8338.73,43.334,43.727,4.511
8340.653,45.876,42.594,5.954
8342.571,43.823,41.19,19.609
8344.495,43.943,42.165,70.053
8346.415,39.675,43.571,120.853
8348.34,50.072,43.251,77.317
8350.26,44.799,42.038,17.897
8352.181,42.48,42.229,21.21
8354.107,41.247,40.864,43.145
8356.029,39.12,41.159,38.691
8357.956,43.575,41.483,12.129
8359.878,41.254,40.384,4.713
8361.806,41.778,40.006,6.469
8363.73,42.642,41.64,10.767
8365.654,41.218,40.363,17.541
8367.583,41.745,39.623,17.348
8369.508,41.729,40.867,8.068
8371.438,42.076,42.775,3.685
8373.364,40.543,43.346,3.04
8375.295,42.652,42.141,3.036
8377.221,41.485,40.646,3.201
8379.149,42.192,40.881,4.398
8381.081,42.254,42.733,11.64
8383.009,47.948,43.625,25.956
8384.942,44.034,41.989,28.401
8386.871,44.374,42.596,13.165
8388.805,41.29,42.502,4.657
8390.735,43.277,40.975,4.188
8392.665,43.785,39.803,4.564
8394.6,41.248,39.362,4.474
8396.532,41.444,38.943,6.811
8398.468,44.519,41.118,34.735
8400.4,45.456,42.595,84.798
8402.337,45.763,43.991,74.892
8404.27,43.974,43.976,23.653
8406.203,41.715,42.518,4.705
8408.142,43.729,41.919,3.12
8410.076,45.438,41.952,3.058
8412.015,41.662,40.313,3.274
8413.95,43.237,39.823,9.425
8415.891,45.201,39.486,29.733
8417.827,41.719,39.385,35.22
8419.763,42.322,41.476,16.055
8421.705,43.728,42.199,4.472
8423.642,42.975,40.351,4.178
8425.585,43.751,42.931,5.322
8427.523,41.644,44.252,8.844
8429.466,44.125,41.924,39.724
8431.406,51.193,42.436,102.45
8433.35,41.673,43.979,90.277
8435.29,44.774,42.753,23.961
8437.23,41.889,42.859,5.968
8439.176,42.07,42.513,3.513
8441.118,39.933,41.316,2.9
8443.064,40.477,42.054,3.097
8445.006,42.249,41.353,3.003
8446.954,41.704,42.897,2.799
8448.897,41.926,42.321,3.047
8450.841,42.952,41.092,7.439
8452.789,45.278,40.857,25.584
8454.734,43.534,40.611,31.832
8456.684,40.359,42.055,15.603
8458.629,41.507,41.178,4.689
8460.58,40.814,40.669,3.429
8462.526,40.48,40.439,5.644
8464.473,41.002,39.927,26.788
8466.425,47.456,40.275,70.016
8468.372,45.38,41.66,68.377
8470.325,45.561,41.107,18.195
8472.274,41.856,39.824,3.805
8474.227,42.633,40.075,3.783
8476.177,41.766,41.815,4.483
8478.127,42.368,42.635,4.15
8480.082,41.247,41.758,2.883
8482.033,43.67,41.331,2.426
8483.989,42.687,42.274,2.442
8485.94,41.444,42.405,2.435
8487.897,41.599,41.211,2.737
8489.85,42.336,40.811,2.691
8491.803,42.188,41.004,5.371
8493.761,46.782,42.66,14.956
8495.715,43.806,43.092,21.475
8497.674,41.674,42.657,13.058
8499.629,43.106,42.044,5.375
8501.589,45.185,41.556,4.829
8503.545,45.72,43.652,11.894
8505.501,45.052,41.089,36.058
8507.462,42.59,41.07,41.566
8509.419,45.177,42.527,17.466
8511.382,46.905,42.712,3.601
8513.34,44.25,42.619,2.817
8515.303,41.366,41.387,2.483
8517.262,44.614,39.333,2.377
8519.221,42.91,41.333,2.381
8521.186,42.625,43.259,3.041
8523.146,44.922,42.547,3.393
8525.111,43.629,42.351,2.7
8527.073,42.331,41.547,2.148
8529.039,44.091,42.797,2.07
8531.001,43.367,44.76,2.016
8532.964,42.474,43.416,2.159
8534.931,43.455,39.938,2.112
8536.895,42.897,40.182,3.285
8538.863,44.077,42.332,8.089
8540.828,46.916,41.957,11.354
8542.797,45.58,42.07,6.845
8544.762,42.266,43.239,3.087
8546.728,43.872,43.617,4.455
8548.699,45.402,42.644,12.658
8550.666,47.094,43.78,19.485
8552.637,41.894,42.647,13.256
8554.605,44.28,41.491,4.86
8556.578,45.45,40.436,2.964
8558.546,41.845,40.913,2.134
8560.515,44.218,44.33,2.03
8562.489,45.121,43.389,2.326
8564.459,43.891,43.409,2.206
8566.434,44.435,43.05,1.966
8568.404,42.753,41.972,1.931
8570.38,43.554,40.968,2.154
8572.352,43.229,40.93,2.575
8574.324,40.75,42.664,3.131
8576.301,43.535,42.001,3.519
8578.274,42.171,42.824,3.358
8580.252,40.801,42.824,2.711
8582.226,41.72,41.063,2.01
8584.205,42.593,41.723,1.678
8586.18,42.396,44.441,2.334
8588.16,45.194,43.013,4.699
8590.136,43.635,41.686,7.012
8592.112,42.736,41.869,5.206
8594.093,43.462,42.648,2.738
8596.07,43.648,43.281,4.282
8598.052,43.077,43.346,8.401
8600.03,44.191,45.508,8.37
8602.013,45.176,45.991,4.611
8603.992,44.442,44.476,3.113
8605.972,42.902,44.186,3.07
8607.956,42.855,46.198,2.779
8609.936,45.412,43.383,4.275
8611.922,43.562,42.404,6.205
8613.903,42.088,41.814,9.211
8615.889,44.028,43.457,13.424
8617.871,44.732,45.161,18.818
8619.854,44.175,42.647,25.224
8621.842,47.044,45.865,31.125
8623.825,44.354,45.739,38.521
8625.814,46.777,43.593,42.909
8627.798,44.803,42.939,48.833
8629.788,42.308,43.84,51.511
8631.773,40.475,43.495,52.058
8633.759,39.42,42.449,50.423
8635.75,44.894,43.416,45.349
8637.736,44.991,44.048,39.18
8639.728,40.627,44.593,31.264
8641.716,46.624,45.887,22.968
8643.708,41.44,46.378,15.58
8645.697,43.624,43.503,9.181
8647.686,44.604,43.717,13.388
8649.68,43.705,44.019,24.298
8651.67,43.447,44.133,36.644
8653.665,42.616,44.335,40.716
8655.656,45.567,43.467,44.96
8657.652,44.384,42.947,49.26
8659.643,41.23,43.917,46.189
8661.635,48.642,43.494,50.96
8663.633,42.488,42.383,46.109
8665.626,44.848,42.609,44.52
8667.624,43.561,44.105,44.084
8669.618,43.953,44.153,36.492
8671.617,44.212,43.315,39.538
8673.612,43.256,42.997,31.977
8675.607,37.841,43.215,26.007
8677.608,39.549,43.037,28.415
8679.604,40.777,42.127,20.732
8681.606,40.95,42.144,18.621
8683.603,39.999,41.367,18.515
8685.605,41.949,40.802,12.519
8687.604,41.879,41.241,12.215
8689.602,40.293,41.678,11.357
8691.606,43.127,40.759,6.81
8693.605,41.96,40.73,7.167
8695.61,40.843,41.503,7.4
8697.611,41.091,43.696,5.252
8699.616,42.579,43.95,5.886
8701.618,43.515,41.795,6.899
8703.619,41.788,41.139,4.804
8705.626,43.044,40.996,3.929
8707.629,42.299,41.663,5.64
8709.637,41.292,42.198,5.676
8711.641,41.706,41.771,4.058
8713.65,41.14,40.75,2.653
8715.654,40.892,40.443,1.953
8717.659,41.237,41.027,1.812
8719.669,41.694,40.943,1.794
8721.675,38.903,39.568,1.682
8723.687,42.908,39.793,1.729
8725.693,42.306,41.341,1.991
8727.706,41.852,40.775,2.275
8729.713,40.992,41.706,2.229
8731.722,42.796,40.56,1.751
8733.735,43.409,41.063,1.404
8735.744,39.884,41.08,1.565
8737.759,38.846,40.605,2.058
8739.769,43.777,42.969,2.591
8741.784,41.57,41.559,2.913
8743.795,42.024,42.07,2.792
8745.812,42.027,41.823,2.397
8747.824,38.821,40.314,2.044
8749.836,42.426,40.013,2.047
8751.854,39.741,42.003,2.323
8753.867,42.358,41.398,2.019
8755.886,43.777,42.099,2.157
8757.9,43.809,42.294,8.999
8759.919,44.919,41.449,31.279
8761.935,44.08,41.28,62.893
8763.95,41.013,42.443,65.227
8765.971,43.632,40.72,40.41
8767.988,46.126,42.265,69.533
8770.01,44.127,41.968,88.164
8772.027,39.472,41.286,45.355
8774.05,43.609,41.902,13.689
8776.069,41.705,41.448,27.671
8778.088,44.863,41.548,75.035
8780.112,44.592,41.546,97.734
8782.132,42.881,42.137,51.49
8784.157,43.773,42.302,9.5
8786.177,40.614,41.828,3.44
8788.204,40.99,41.952,4.04
8790.225,41.984,41.583,12.928
8792.247,47.419,41.132,30.014
8794.275,43.384,42.324,28.089
8796.298,44.928,42.48,7.802
8798.326,43.168,41.128,2.934
8800.35,43.331,41.479,2.285
8802.38,40.082,41.261,2.3
8804.405,40.305,42.129,2.352
8806.43,41.697,41.699,1.926
8808.461,40.56,41.064,2.941
8810.487,41.853,41.363,5.545
8812.519,42.288,41.38,6.129
8814.546,43.625,41.25,3.804
8816.579,42.642,42.019,2.202
8818.607,43.595,40.587,2.095
8820.636,42.766,38.772,2.521
8822.67,40.373,39.16,3.591
8824.7,42.867,40.398,15.483
8826.735,47.582,39.037,99.606
8828.765,51.817,41.342,190.911
8830.801,40.954,41.835,134.966
8832.833,46.729,40.949,38.285
8834.865,42.338,41.736,29.887
8836.902,49.369,43.225,62.87
8838.935,38.88,41.135,76.707
8840.973,45.034,43.336,29.873
8843.007,45.277,42.854,5.527
8845.046,41.191,41.948,3.751
8847.081,40.448,43.239,5.7
8849.116,41.62,43.064,12.247
8851.157,43.847,42.096,23.648
8853.193,38.877,40.126,19.838
8855.234,40.903,39.203,6.554
8857.272,42.03,39.588,3.097
8859.314,39.992,40.358,2.5
8861.352,41.152,40.788,3.472
8863.391,39.2,40.781,5.783
8865.434,39.401,40.183,10.218
8867.474,45.627,42.594,29.891
8869.519,43.114,43.264,52.265
8871.559,41.844,41.378,31.435
8873.605,44.981,42.573,7.329
8875.646,40.662,40.831,2.528
8877.688,41.792,42.445,2.331
8879.735,44.066,42.112,2.377
8881.778,40.326,40.154,2.367
8883.826,38.513,38.705,14.463
8885.87,39.887,35.784,80.773
8887.919,45.122,29.402,137.547
8889.964,40.747,33.881,81.612
8892.009,40.65,36.166,16.349
8894.059,40.489,37.205,4.691
8896.105,44.415,40.249,4.235
8898.157,46.137,40.594,5.289
8900.204,42.94,40.998,6.29
8902.256,45.133,40.951,22.412
8904.304,49.242,41.17,56.119
8906.357,37.772,39.731,52.286
8908.406,41.831,37.683,16.61
8910.456,42.356,39.225,7.136
8912.51,40.261,40.883,5.461
8914.561,41.311,42.705,4.232
8916.616,43.729,43.938,7.521
8918.668,43.047,43.502,52.98
8920.724,50.176,41.698,144.313
8922.776,35.984,40.278,144.108
8924.829,44.535,39.308,37.057
8926.887,41.721,35.617,7.767
8928.941,35.749,33.148,7.563
8931,33.752,29.756,6.09
8933.054,32.147,25.573,4.499
8935.114,30.192,26.221,4.05
8937.17,35.996,29.381,4.789
8939.226,36.02,33.916,4.616
8941.287,36.776,36.055,8.011
8943.344,40.945,37.974,29.102
8945.406,38.501,39.956,46.469
8947.464,40.49,38.938,28.293
8949.528,45.462,40.862,6.258
8951.586,41.338,40.566,2.867
8953.646,40.728,40.881,3.266
8955.71,44.91,42.67,11.811
8957.771,46.16,42.857,60.125
8959.836,40.659,40.279,104.784
8961.897,37.677,43.799,72.076
8963.964,46.14,41.605,16.027
8966.026,38.109,42.116,4.453
8968.089,41.331,43.335,3.668
8970.157,40.759,42.438,4.07
8972.22,39.243,43.457,4.837
8974.289,43.161,43.208,4.71
8976.354,41.323,41.917,3.746
8978.424,41.869,42.811,3.677
8980.489,40.668,43.381,4.711
8982.555,43.779,42.322,5.564
8984.627,44.277,42.78,5.791
8986.693,40.286,43.469,9.504
8988.766,46.471,42.69,31.098
8990.834,37.545,42.97,40.66
8992.907,40.926,43.37,20.565
8994.976,45.77,42.632,6.939
8997.045,42.644,41.868,4.405
8999.12,39.735,41.479,7.612
9001.19,49.721,41.358,40.619
9003.266,39.909,42.4,76.894
9005.337,39.988,42.93,46.925
9007.413,42.768,42.733,10.634
9009.486,42.425,43.938,2.967
9011.558,43.155,44.273,2.433
9013.636,40.309,43.308,2.242
9015.71,43.168,43.687,1.937
9017.789,40.602,44.707,1.555
9019.863,42.136,44.723,2.018
9021.943,40.198,44.281,2.87
9024.019,43.875,45.384,3.043
9026.095,41.855,45.507,2.47
9028.176,44.556,43.944,3.037
9030.253,43.659,43.853,3.947
9032.335,39.893,45.628,3.876
9034.413,39.494,45.327,3.238
9036.497,43.174,44.181,4.988
9038.575,44.355,44.651,15.086
9040.655,43.474,44.867,19.37
9042.74,41.428,44.194,9.957
9044.82,39.294,43.404,4.433
9046.905,41.565,43.183,5.516
9048.987,41.858,42.944,16.88
9051.073,40.165,41.484,33.372
9053.156,43.025,40.225,27.087
9055.238,39.254,38.466,8.366
9057.326,37.212,36.052,4.188
9059.41,36.933,35.022,3.519
9061.499,34.752,35.836,3.001
9063.584,35.717,37.632,3.076
9065.674,40.49,38.515,4.022
9067.759,39.48,39.847,4.82
9069.85,41.999,41.62,5.541
9071.937,42.049,41.276,5.561
9074.024,42.457,41.373,3.989
9076.116,44.388,42.813,2.578
9078.204,39.941,44.198,2.169
9080.298,40.861,43.278,2.114
9082.386,42.038,41.48,2.062
9084.481,41.094,42.452,2.41
9086.571,39.601,41.595,2.544
9088.661,45.553,40.833,2.134
9090.757,36.692,43.449,3.082
9092.848,42.664,45.419,7.174
9094.945,39.805,44.368,9.725
9097.037,40.686,44.496,6.647
9099.135,41.683,46.39,3.277
9101.228,42.624,44.56,4.253
9103.322,44.824,43.867,15.338
9105.421,43.559,44.289,16.664
9107.516,40.967,43.811,8.987
9109.616,41.912,43.06,3.52
9111.712,42.038,42.521,2.17
9113.813,45.057,41.649,1.992
9115.909,46.808,42.801,1.821
9118.007,44.195,44.388,1.601
9120.109,41.077,44.302,1.519
9122.207,44.752,43.413,1.448
9124.311,43.835,43.638,1.504
9126.41,45.631,44.865,1.661
9128.514,42.974,45.566,1.501
9130.614,44.034,45.019,1.185
9132.715,42.75,44.376,1.395
9134.821,39.984,45.333,2.049
9136.922,40.86,45.683,2.728
9139.029,40.796,43.381,2.73
9141.132,39.805,43.202,2.065
9143.24,40.837,45.47,1.875
9145.343,40.978,47.005,1.908
9147.447,44.186,45.8,1.929
9149.556,41.717,44.725,2.306
9151.661,41.584,45.581,4.322
9153.771,37.991,44.301,8.216
9155.877,44.958,42.869,8.282
9157.989,43.88,43.75,5.263
9160.095,41.712,45.051,7.077
9162.203,41.594,45.777,10.866
9164.315,43.719,44.245,9.461
9166.424,40.833,42.907,4.645
9168.537,40.041,44.94,2.082
9170.647,39.714,48.517,2.182
9172.761,42.241,48.085,2.336
9174.872,40.487,46.98,1.657
9176.982,39.533,46.047,1.354
9179.098,41.419,46.165,1.696
9181.21,40.996,47.57,1.828
9183.327,44.813,48.173,1.894
9185.44,41.994,46.08,2.009
9187.558,44.322,47.109,2.138
9189.672,45.149,47.195,2.047
9191.786,43.584,46.352,1.938
9193.905,42.182,46.485,1.843
9196.02,40.738,47.32,1.671
9198.141,42.926,46.388,1.558
9200.257,45.757,45.344,1.546
9202.378,46.127,46.769,1.66
9204.495,43.575,47.914,1.939
9206.613,42.385,46.998,2.386
9208.736,41.084,44.95,2.97
9210.854,44.83,44.523,3.451
9212.978,43.877,46.925,3.975
9215.098,43.346,47.088,4.548
